,images,labels,is_rgb
102,data/ILSVRC2012_img_val/ILSVRC2012_val_00000103.JPEG,597,1
103,data/ILSVRC2012_img_val/ILSVRC2012_val_00000104.JPEG,544,1
104,data/ILSVRC2012_img_val/ILSVRC2012_val_00000105.JPEG,131,1
105,data/ILSVRC2012_img_val/ILSVRC2012_val_00000106.JPEG,935,1
106,data/ILSVRC2012_img_val/ILSVRC2012_val_00000107.JPEG,602,0
107,data/ILSVRC2012_img_val/ILSVRC2012_val_00000108.JPEG,342,1
108,data/ILSVRC2012_img_val/ILSVRC2012_val_00000109.JPEG,508,1
109,data/ILSVRC2012_img_val/ILSVRC2012_val_00000110.JPEG,748,1
110,data/ILSVRC2012_img_val/ILSVRC2012_val_00000111.JPEG,617,1
111,data/ILSVRC2012_img_val/ILSVRC2012_val_00000112.JPEG,901,1
112,data/ILSVRC2012_img_val/ILSVRC2012_val_00000113.JPEG,184,1
113,data/ILSVRC2012_img_val/ILSVRC2012_val_00000114.JPEG,513,1
114,data/ILSVRC2012_img_val/ILSVRC2012_val_00000115.JPEG,204,1
115,data/ILSVRC2012_img_val/ILSVRC2012_val_00000116.JPEG,999,1
116,data/ILSVRC2012_img_val/ILSVRC2012_val_00000117.JPEG,782,1
117,data/ILSVRC2012_img_val/ILSVRC2012_val_00000118.JPEG,922,0
118,data/ILSVRC2012_img_val/ILSVRC2012_val_00000119.JPEG,869,1
119,data/ILSVRC2012_img_val/ILSVRC2012_val_00000120.JPEG,598,1
120,data/ILSVRC2012_img_val/ILSVRC2012_val_00000121.JPEG,596,1
121,data/ILSVRC2012_img_val/ILSVRC2012_val_00000122.JPEG,701,1
122,data/ILSVRC2012_img_val/ILSVRC2012_val_00000123.JPEG,970,1
123,data/ILSVRC2012_img_val/ILSVRC2012_val_00000124.JPEG,452,1
124,data/ILSVRC2012_img_val/ILSVRC2012_val_00000125.JPEG,631,1
125,data/ILSVRC2012_img_val/ILSVRC2012_val_00000126.JPEG,817,0
126,data/ILSVRC2012_img_val/ILSVRC2012_val_00000127.JPEG,57,1
127,data/ILSVRC2012_img_val/ILSVRC2012_val_00000128.JPEG,398,1
128,data/ILSVRC2012_img_val/ILSVRC2012_val_00000129.JPEG,885,1
129,data/ILSVRC2012_img_val/ILSVRC2012_val_00000130.JPEG,10,1
130,data/ILSVRC2012_img_val/ILSVRC2012_val_00000131.JPEG,288,1
131,data/ILSVRC2012_img_val/ILSVRC2012_val_00000132.JPEG,305,1
132,data/ILSVRC2012_img_val/ILSVRC2012_val_00000133.JPEG,34,1
133,data/ILSVRC2012_img_val/ILSVRC2012_val_00000134.JPEG,112,1
134,data/ILSVRC2012_img_val/ILSVRC2012_val_00000135.JPEG,273,1
135,data/ILSVRC2012_img_val/ILSVRC2012_val_00000136.JPEG,120,1
136,data/ILSVRC2012_img_val/ILSVRC2012_val_00000137.JPEG,959,1
137,data/ILSVRC2012_img_val/ILSVRC2012_val_00000138.JPEG,657,1
138,data/ILSVRC2012_img_val/ILSVRC2012_val_00000139.JPEG,823,1
139,data/ILSVRC2012_img_val/ILSVRC2012_val_00000140.JPEG,356,1
140,data/ILSVRC2012_img_val/ILSVRC2012_val_00000141.JPEG,32,0
141,data/ILSVRC2012_img_val/ILSVRC2012_val_00000142.JPEG,657,1
142,data/ILSVRC2012_img_val/ILSVRC2012_val_00000143.JPEG,753,1
143,data/ILSVRC2012_img_val/ILSVRC2012_val_00000144.JPEG,372,1
144,data/ILSVRC2012_img_val/ILSVRC2012_val_00000145.JPEG,364,1
145,data/ILSVRC2012_img_val/ILSVRC2012_val_00000146.JPEG,349,1
146,data/ILSVRC2012_img_val/ILSVRC2012_val_00000147.JPEG,106,1
147,data/ILSVRC2012_img_val/ILSVRC2012_val_00000148.JPEG,513,1
148,data/ILSVRC2012_img_val/ILSVRC2012_val_00000149.JPEG,551,1
149,data/ILSVRC2012_img_val/ILSVRC2012_val_00000150.JPEG,366,1
150,data/ILSVRC2012_img_val/ILSVRC2012_val_00000151.JPEG,228,1
151,data/ILSVRC2012_img_val/ILSVRC2012_val_00000152.JPEG,917,1
152,data/ILSVRC2012_img_val/ILSVRC2012_val_00000153.JPEG,464,1
153,data/ILSVRC2012_img_val/ILSVRC2012_val_00000154.JPEG,655,1
154,data/ILSVRC2012_img_val/ILSVRC2012_val_00000155.JPEG,737,1
155,data/ILSVRC2012_img_val/ILSVRC2012_val_00000156.JPEG,58,1
156,data/ILSVRC2012_img_val/ILSVRC2012_val_00000157.JPEG,62,1
157,data/ILSVRC2012_img_val/ILSVRC2012_val_00000158.JPEG,219,1
158,data/ILSVRC2012_img_val/ILSVRC2012_val_00000159.JPEG,832,1
159,data/ILSVRC2012_img_val/ILSVRC2012_val_00000160.JPEG,922,1
160,data/ILSVRC2012_img_val/ILSVRC2012_val_00000161.JPEG,192,1
161,data/ILSVRC2012_img_val/ILSVRC2012_val_00000162.JPEG,303,1
162,data/ILSVRC2012_img_val/ILSVRC2012_val_00000163.JPEG,946,1
163,data/ILSVRC2012_img_val/ILSVRC2012_val_00000164.JPEG,996,1
164,data/ILSVRC2012_img_val/ILSVRC2012_val_00000165.JPEG,737,1
165,data/ILSVRC2012_img_val/ILSVRC2012_val_00000166.JPEG,333,1
166,data/ILSVRC2012_img_val/ILSVRC2012_val_00000167.JPEG,729,1
167,data/ILSVRC2012_img_val/ILSVRC2012_val_00000168.JPEG,824,1
168,data/ILSVRC2012_img_val/ILSVRC2012_val_00000169.JPEG,517,1
169,data/ILSVRC2012_img_val/ILSVRC2012_val_00000170.JPEG,89,1
170,data/ILSVRC2012_img_val/ILSVRC2012_val_00000171.JPEG,724,1
171,data/ILSVRC2012_img_val/ILSVRC2012_val_00000172.JPEG,2,1
172,data/ILSVRC2012_img_val/ILSVRC2012_val_00000173.JPEG,829,1
173,data/ILSVRC2012_img_val/ILSVRC2012_val_00000174.JPEG,172,1
174,data/ILSVRC2012_img_val/ILSVRC2012_val_00000175.JPEG,266,1
175,data/ILSVRC2012_img_val/ILSVRC2012_val_00000176.JPEG,123,1
176,data/ILSVRC2012_img_val/ILSVRC2012_val_00000177.JPEG,434,1
177,data/ILSVRC2012_img_val/ILSVRC2012_val_00000178.JPEG,149,1
178,data/ILSVRC2012_img_val/ILSVRC2012_val_00000179.JPEG,39,1
179,data/ILSVRC2012_img_val/ILSVRC2012_val_00000180.JPEG,171,1
180,data/ILSVRC2012_img_val/ILSVRC2012_val_00000181.JPEG,44,1
181,data/ILSVRC2012_img_val/ILSVRC2012_val_00000182.JPEG,662,1
182,data/ILSVRC2012_img_val/ILSVRC2012_val_00000183.JPEG,734,1
183,data/ILSVRC2012_img_val/ILSVRC2012_val_00000184.JPEG,782,1
184,data/ILSVRC2012_img_val/ILSVRC2012_val_00000185.JPEG,270,1
185,data/ILSVRC2012_img_val/ILSVRC2012_val_00000186.JPEG,153,1
186,data/ILSVRC2012_img_val/ILSVRC2012_val_00000187.JPEG,283,1
187,data/ILSVRC2012_img_val/ILSVRC2012_val_00000188.JPEG,58,1
188,data/ILSVRC2012_img_val/ILSVRC2012_val_00000189.JPEG,217,1
189,data/ILSVRC2012_img_val/ILSVRC2012_val_00000190.JPEG,581,1
190,data/ILSVRC2012_img_val/ILSVRC2012_val_00000191.JPEG,170,1
191,data/ILSVRC2012_img_val/ILSVRC2012_val_00000192.JPEG,306,1
192,data/ILSVRC2012_img_val/ILSVRC2012_val_00000193.JPEG,689,1
193,data/ILSVRC2012_img_val/ILSVRC2012_val_00000194.JPEG,753,1
194,data/ILSVRC2012_img_val/ILSVRC2012_val_00000195.JPEG,613,1
195,data/ILSVRC2012_img_val/ILSVRC2012_val_00000196.JPEG,454,1
196,data/ILSVRC2012_img_val/ILSVRC2012_val_00000197.JPEG,885,1
197,data/ILSVRC2012_img_val/ILSVRC2012_val_00000198.JPEG,392,1
198,data/ILSVRC2012_img_val/ILSVRC2012_val_00000199.JPEG,316,1
199,data/ILSVRC2012_img_val/ILSVRC2012_val_00000200.JPEG,956,1
200,data/ILSVRC2012_img_val/ILSVRC2012_val_00000201.JPEG,527,1
201,data/ILSVRC2012_img_val/ILSVRC2012_val_00000202.JPEG,817,1
202,data/ILSVRC2012_img_val/ILSVRC2012_val_00000203.JPEG,47,1
203,data/ILSVRC2012_img_val/ILSVRC2012_val_00000204.JPEG,223,1
204,data/ILSVRC2012_img_val/ILSVRC2012_val_00000205.JPEG,516,1
205,data/ILSVRC2012_img_val/ILSVRC2012_val_00000206.JPEG,100,1
206,data/ILSVRC2012_img_val/ILSVRC2012_val_00000207.JPEG,441,1
207,data/ILSVRC2012_img_val/ILSVRC2012_val_00000208.JPEG,659,1
208,data/ILSVRC2012_img_val/ILSVRC2012_val_00000209.JPEG,803,1
209,data/ILSVRC2012_img_val/ILSVRC2012_val_00000210.JPEG,297,1
210,data/ILSVRC2012_img_val/ILSVRC2012_val_00000211.JPEG,95,1
211,data/ILSVRC2012_img_val/ILSVRC2012_val_00000212.JPEG,343,1
212,data/ILSVRC2012_img_val/ILSVRC2012_val_00000213.JPEG,576,1
213,data/ILSVRC2012_img_val/ILSVRC2012_val_00000214.JPEG,367,1
214,data/ILSVRC2012_img_val/ILSVRC2012_val_00000215.JPEG,576,1
215,data/ILSVRC2012_img_val/ILSVRC2012_val_00000216.JPEG,330,1
216,data/ILSVRC2012_img_val/ILSVRC2012_val_00000217.JPEG,392,1
217,data/ILSVRC2012_img_val/ILSVRC2012_val_00000218.JPEG,609,1
218,data/ILSVRC2012_img_val/ILSVRC2012_val_00000219.JPEG,961,1
219,data/ILSVRC2012_img_val/ILSVRC2012_val_00000220.JPEG,143,1
220,data/ILSVRC2012_img_val/ILSVRC2012_val_00000221.JPEG,818,1
221,data/ILSVRC2012_img_val/ILSVRC2012_val_00000222.JPEG,764,1
222,data/ILSVRC2012_img_val/ILSVRC2012_val_00000223.JPEG,377,1
223,data/ILSVRC2012_img_val/ILSVRC2012_val_00000224.JPEG,192,1
224,data/ILSVRC2012_img_val/ILSVRC2012_val_00000225.JPEG,494,1
225,data/ILSVRC2012_img_val/ILSVRC2012_val_00000226.JPEG,820,1
226,data/ILSVRC2012_img_val/ILSVRC2012_val_00000227.JPEG,150,1
227,data/ILSVRC2012_img_val/ILSVRC2012_val_00000228.JPEG,204,1
228,data/ILSVRC2012_img_val/ILSVRC2012_val_00000229.JPEG,460,1
229,data/ILSVRC2012_img_val/ILSVRC2012_val_00000230.JPEG,769,1
230,data/ILSVRC2012_img_val/ILSVRC2012_val_00000231.JPEG,620,1
231,data/ILSVRC2012_img_val/ILSVRC2012_val_00000232.JPEG,800,1
232,data/ILSVRC2012_img_val/ILSVRC2012_val_00000233.JPEG,153,1
233,data/ILSVRC2012_img_val/ILSVRC2012_val_00000234.JPEG,683,1
234,data/ILSVRC2012_img_val/ILSVRC2012_val_00000235.JPEG,365,1
235,data/ILSVRC2012_img_val/ILSVRC2012_val_00000236.JPEG,450,1
236,data/ILSVRC2012_img_val/ILSVRC2012_val_00000237.JPEG,207,1
237,data/ILSVRC2012_img_val/ILSVRC2012_val_00000238.JPEG,616,1
238,data/ILSVRC2012_img_val/ILSVRC2012_val_00000239.JPEG,985,1
239,data/ILSVRC2012_img_val/ILSVRC2012_val_00000240.JPEG,994,1
240,data/ILSVRC2012_img_val/ILSVRC2012_val_00000241.JPEG,315,1
241,data/ILSVRC2012_img_val/ILSVRC2012_val_00000242.JPEG,104,1
242,data/ILSVRC2012_img_val/ILSVRC2012_val_00000243.JPEG,595,1
243,data/ILSVRC2012_img_val/ILSVRC2012_val_00000244.JPEG,541,1
244,data/ILSVRC2012_img_val/ILSVRC2012_val_00000245.JPEG,620,1
245,data/ILSVRC2012_img_val/ILSVRC2012_val_00000246.JPEG,52,1
246,data/ILSVRC2012_img_val/ILSVRC2012_val_00000247.JPEG,389,1
247,data/ILSVRC2012_img_val/ILSVRC2012_val_00000248.JPEG,45,1
248,data/ILSVRC2012_img_val/ILSVRC2012_val_00000249.JPEG,756,1
249,data/ILSVRC2012_img_val/ILSVRC2012_val_00000250.JPEG,303,1
250,data/ILSVRC2012_img_val/ILSVRC2012_val_00000251.JPEG,328,1
251,data/ILSVRC2012_img_val/ILSVRC2012_val_00000252.JPEG,901,1
252,data/ILSVRC2012_img_val/ILSVRC2012_val_00000253.JPEG,991,1
253,data/ILSVRC2012_img_val/ILSVRC2012_val_00000254.JPEG,290,1
254,data/ILSVRC2012_img_val/ILSVRC2012_val_00000255.JPEG,982,1
255,data/ILSVRC2012_img_val/ILSVRC2012_val_00000256.JPEG,821,1
256,data/ILSVRC2012_img_val/ILSVRC2012_val_00000257.JPEG,914,1
257,data/ILSVRC2012_img_val/ILSVRC2012_val_00000258.JPEG,496,1
258,data/ILSVRC2012_img_val/ILSVRC2012_val_00000259.JPEG,984,1
259,data/ILSVRC2012_img_val/ILSVRC2012_val_00000260.JPEG,976,1
260,data/ILSVRC2012_img_val/ILSVRC2012_val_00000261.JPEG,711,1
261,data/ILSVRC2012_img_val/ILSVRC2012_val_00000262.JPEG,450,1
262,data/ILSVRC2012_img_val/ILSVRC2012_val_00000263.JPEG,66,1
263,data/ILSVRC2012_img_val/ILSVRC2012_val_00000264.JPEG,564,1
264,data/ILSVRC2012_img_val/ILSVRC2012_val_00000265.JPEG,584,1
265,data/ILSVRC2012_img_val/ILSVRC2012_val_00000266.JPEG,549,1
266,data/ILSVRC2012_img_val/ILSVRC2012_val_00000267.JPEG,844,1
267,data/ILSVRC2012_img_val/ILSVRC2012_val_00000268.JPEG,540,1
268,data/ILSVRC2012_img_val/ILSVRC2012_val_00000269.JPEG,3,1
269,data/ILSVRC2012_img_val/ILSVRC2012_val_00000270.JPEG,361,1
270,data/ILSVRC2012_img_val/ILSVRC2012_val_00000271.JPEG,680,1
271,data/ILSVRC2012_img_val/ILSVRC2012_val_00000272.JPEG,718,1
272,data/ILSVRC2012_img_val/ILSVRC2012_val_00000273.JPEG,44,1
273,data/ILSVRC2012_img_val/ILSVRC2012_val_00000274.JPEG,861,1
274,data/ILSVRC2012_img_val/ILSVRC2012_val_00000275.JPEG,578,1
275,data/ILSVRC2012_img_val/ILSVRC2012_val_00000276.JPEG,496,1
276,data/ILSVRC2012_img_val/ILSVRC2012_val_00000277.JPEG,588,1
277,data/ILSVRC2012_img_val/ILSVRC2012_val_00000278.JPEG,413,1
278,data/ILSVRC2012_img_val/ILSVRC2012_val_00000279.JPEG,27,1
279,data/ILSVRC2012_img_val/ILSVRC2012_val_00000280.JPEG,669,1
280,data/ILSVRC2012_img_val/ILSVRC2012_val_00000281.JPEG,294,1
281,data/ILSVRC2012_img_val/ILSVRC2012_val_00000282.JPEG,961,1
282,data/ILSVRC2012_img_val/ILSVRC2012_val_00000283.JPEG,10,1
283,data/ILSVRC2012_img_val/ILSVRC2012_val_00000284.JPEG,334,1
284,data/ILSVRC2012_img_val/ILSVRC2012_val_00000285.JPEG,935,1
285,data/ILSVRC2012_img_val/ILSVRC2012_val_00000286.JPEG,819,1
286,data/ILSVRC2012_img_val/ILSVRC2012_val_00000287.JPEG,518,1
287,data/ILSVRC2012_img_val/ILSVRC2012_val_00000288.JPEG,235,1
288,data/ILSVRC2012_img_val/ILSVRC2012_val_00000289.JPEG,246,1
289,data/ILSVRC2012_img_val/ILSVRC2012_val_00000290.JPEG,528,1
290,data/ILSVRC2012_img_val/ILSVRC2012_val_00000291.JPEG,825,1
291,data/ILSVRC2012_img_val/ILSVRC2012_val_00000292.JPEG,381,1
292,data/ILSVRC2012_img_val/ILSVRC2012_val_00000293.JPEG,449,1
293,data/ILSVRC2012_img_val/ILSVRC2012_val_00000294.JPEG,289,1
294,data/ILSVRC2012_img_val/ILSVRC2012_val_00000295.JPEG,684,1
295,data/ILSVRC2012_img_val/ILSVRC2012_val_00000296.JPEG,682,0
296,data/ILSVRC2012_img_val/ILSVRC2012_val_00000297.JPEG,468,1
297,data/ILSVRC2012_img_val/ILSVRC2012_val_00000298.JPEG,489,1
298,data/ILSVRC2012_img_val/ILSVRC2012_val_00000299.JPEG,601,1
299,data/ILSVRC2012_img_val/ILSVRC2012_val_00000300.JPEG,66,1
300,data/ILSVRC2012_img_val/ILSVRC2012_val_00000301.JPEG,658,1
301,data/ILSVRC2012_img_val/ILSVRC2012_val_00000302.JPEG,673,1
302,data/ILSVRC2012_img_val/ILSVRC2012_val_00000303.JPEG,76,1
303,data/ILSVRC2012_img_val/ILSVRC2012_val_00000304.JPEG,886,1
304,data/ILSVRC2012_img_val/ILSVRC2012_val_00000305.JPEG,750,1
305,data/ILSVRC2012_img_val/ILSVRC2012_val_00000306.JPEG,162,1
306,data/ILSVRC2012_img_val/ILSVRC2012_val_00000307.JPEG,450,1
307,data/ILSVRC2012_img_val/ILSVRC2012_val_00000308.JPEG,592,1
308,data/ILSVRC2012_img_val/ILSVRC2012_val_00000309.JPEG,885,1
309,data/ILSVRC2012_img_val/ILSVRC2012_val_00000310.JPEG,379,1
310,data/ILSVRC2012_img_val/ILSVRC2012_val_00000311.JPEG,955,1
311,data/ILSVRC2012_img_val/ILSVRC2012_val_00000312.JPEG,447,1
312,data/ILSVRC2012_img_val/ILSVRC2012_val_00000313.JPEG,360,1
313,data/ILSVRC2012_img_val/ILSVRC2012_val_00000314.JPEG,920,1
314,data/ILSVRC2012_img_val/ILSVRC2012_val_00000315.JPEG,341,1
315,data/ILSVRC2012_img_val/ILSVRC2012_val_00000316.JPEG,451,1
316,data/ILSVRC2012_img_val/ILSVRC2012_val_00000317.JPEG,994,0
317,data/ILSVRC2012_img_val/ILSVRC2012_val_00000318.JPEG,400,1
318,data/ILSVRC2012_img_val/ILSVRC2012_val_00000319.JPEG,215,1
319,data/ILSVRC2012_img_val/ILSVRC2012_val_00000320.JPEG,229,1
320,data/ILSVRC2012_img_val/ILSVRC2012_val_00000321.JPEG,543,1
321,data/ILSVRC2012_img_val/ILSVRC2012_val_00000322.JPEG,44,1
322,data/ILSVRC2012_img_val/ILSVRC2012_val_00000323.JPEG,67,1
323,data/ILSVRC2012_img_val/ILSVRC2012_val_00000324.JPEG,490,1
324,data/ILSVRC2012_img_val/ILSVRC2012_val_00000325.JPEG,809,1
325,data/ILSVRC2012_img_val/ILSVRC2012_val_00000326.JPEG,40,1
326,data/ILSVRC2012_img_val/ILSVRC2012_val_00000327.JPEG,42,1
327,data/ILSVRC2012_img_val/ILSVRC2012_val_00000328.JPEG,397,1
328,data/ILSVRC2012_img_val/ILSVRC2012_val_00000329.JPEG,383,1
329,data/ILSVRC2012_img_val/ILSVRC2012_val_00000330.JPEG,720,1
330,data/ILSVRC2012_img_val/ILSVRC2012_val_00000331.JPEG,668,1
331,data/ILSVRC2012_img_val/ILSVRC2012_val_00000332.JPEG,738,1
332,data/ILSVRC2012_img_val/ILSVRC2012_val_00000333.JPEG,143,1
333,data/ILSVRC2012_img_val/ILSVRC2012_val_00000334.JPEG,923,1
334,data/ILSVRC2012_img_val/ILSVRC2012_val_00000335.JPEG,843,1
335,data/ILSVRC2012_img_val/ILSVRC2012_val_00000336.JPEG,820,1
336,data/ILSVRC2012_img_val/ILSVRC2012_val_00000337.JPEG,485,1
337,data/ILSVRC2012_img_val/ILSVRC2012_val_00000338.JPEG,790,1
338,data/ILSVRC2012_img_val/ILSVRC2012_val_00000339.JPEG,529,1
339,data/ILSVRC2012_img_val/ILSVRC2012_val_00000340.JPEG,37,1
