,File,Class,X,Y,H,W,labels,is_rgb,images
72,val_72.JPEG,n12267677,0,22,18,47,199,1,data/tiny-imagenet-200/val/images/val_72.JPEG
73,val_73.JPEG,n03637318,0,3,63,63,113,1,data/tiny-imagenet-200/val/images/val_73.JPEG
74,val_74.JPEG,n02165456,13,30,27,41,36,1,data/tiny-imagenet-200/val/images/val_74.JPEG
75,val_75.JPEG,n01742172,1,12,56,48,5,1,data/tiny-imagenet-200/val/images/val_75.JPEG
76,val_76.JPEG,n02123045,3,7,63,63,30,1,data/tiny-imagenet-200/val/images/val_76.JPEG
77,val_77.JPEG,n01698640,0,2,63,61,4,1,data/tiny-imagenet-200/val/images/val_77.JPEG
78,val_78.JPEG,n07749582,0,1,45,63,187,1,data/tiny-imagenet-200/val/images/val_78.JPEG
79,val_79.JPEG,n01945685,16,11,63,55,16,1,data/tiny-imagenet-200/val/images/val_79.JPEG
80,val_80.JPEG,n02437312,0,5,63,58,53,1,data/tiny-imagenet-200/val/images/val_80.JPEG
81,val_81.JPEG,n02074367,9,23,63,44,23,1,data/tiny-imagenet-200/val/images/val_81.JPEG
82,val_82.JPEG,n03026506,4,0,52,63,90,1,data/tiny-imagenet-200/val/images/val_82.JPEG
83,val_83.JPEG,n03544143,11,1,32,45,109,1,data/tiny-imagenet-200/val/images/val_83.JPEG
84,val_84.JPEG,n06596364,1,0,63,63,176,1,data/tiny-imagenet-200/val/images/val_84.JPEG
85,val_85.JPEG,n04399382,1,3,63,63,161,1,data/tiny-imagenet-200/val/images/val_85.JPEG
86,val_86.JPEG,n02279972,19,24,30,46,44,1,data/tiny-imagenet-200/val/images/val_86.JPEG
87,val_87.JPEG,n02002724,15,13,51,51,20,1,data/tiny-imagenet-200/val/images/val_87.JPEG
88,val_88.JPEG,n02056570,22,0,56,63,21,1,data/tiny-imagenet-200/val/images/val_88.JPEG
89,val_89.JPEG,n02132136,21,21,63,63,35,1,data/tiny-imagenet-200/val/images/val_89.JPEG
90,val_90.JPEG,n02948072,35,42,38,47,83,1,data/tiny-imagenet-200/val/images/val_90.JPEG
91,val_91.JPEG,n02074367,0,5,63,63,23,1,data/tiny-imagenet-200/val/images/val_91.JPEG
92,val_92.JPEG,n07720875,3,0,61,63,184,1,data/tiny-imagenet-200/val/images/val_92.JPEG
93,val_93.JPEG,n02769748,1,0,63,63,63,1,data/tiny-imagenet-200/val/images/val_93.JPEG
94,val_94.JPEG,n03930313,0,53,63,63,129,1,data/tiny-imagenet-200/val/images/val_94.JPEG
95,val_95.JPEG,n02481823,2,3,63,63,55,0,data/tiny-imagenet-200/val/images/val_95.JPEG
96,val_96.JPEG,n02123045,0,1,41,46,30,1,data/tiny-imagenet-200/val/images/val_96.JPEG
97,val_97.JPEG,n02094433,13,8,45,36,25,1,data/tiny-imagenet-200/val/images/val_97.JPEG
98,val_98.JPEG,n04487081,12,31,33,51,166,1,data/tiny-imagenet-200/val/images/val_98.JPEG
99,val_99.JPEG,n04146614,0,12,49,63,145,1,data/tiny-imagenet-200/val/images/val_99.JPEG
100,val_100.JPEG,n03026506,29,9,63,63,90,1,data/tiny-imagenet-200/val/images/val_100.JPEG
101,val_101.JPEG,n02236044,3,3,49,63,42,1,data/tiny-imagenet-200/val/images/val_101.JPEG
102,val_102.JPEG,n02206856,22,15,41,30,38,1,data/tiny-imagenet-200/val/images/val_102.JPEG
103,val_103.JPEG,n03937543,0,22,12,46,130,1,data/tiny-imagenet-200/val/images/val_103.JPEG
104,val_104.JPEG,n03584254,21,2,63,57,110,1,data/tiny-imagenet-200/val/images/val_104.JPEG
105,val_105.JPEG,n02165456,12,3,42,41,36,1,data/tiny-imagenet-200/val/images/val_105.JPEG
106,val_106.JPEG,n09193705,5,9,18,26,194,1,data/tiny-imagenet-200/val/images/val_106.JPEG
107,val_107.JPEG,n03733131,0,1,63,63,118,1,data/tiny-imagenet-200/val/images/val_107.JPEG
108,val_108.JPEG,n02124075,0,3,63,63,32,1,data/tiny-imagenet-200/val/images/val_108.JPEG
109,val_109.JPEG,n04265275,34,29,48,39,151,1,data/tiny-imagenet-200/val/images/val_109.JPEG
110,val_110.JPEG,n04596742,0,25,63,47,174,1,data/tiny-imagenet-200/val/images/val_110.JPEG
111,val_111.JPEG,n02795169,27,24,49,62,67,1,data/tiny-imagenet-200/val/images/val_111.JPEG
112,val_112.JPEG,n03544143,20,2,45,61,109,1,data/tiny-imagenet-200/val/images/val_112.JPEG
113,val_113.JPEG,n04560804,22,27,40,47,172,1,data/tiny-imagenet-200/val/images/val_113.JPEG
114,val_114.JPEG,n04023962,8,0,54,55,138,1,data/tiny-imagenet-200/val/images/val_114.JPEG
115,val_115.JPEG,n02437312,0,26,41,58,53,1,data/tiny-imagenet-200/val/images/val_115.JPEG
116,val_116.JPEG,n02504458,26,5,63,63,57,0,data/tiny-imagenet-200/val/images/val_116.JPEG
117,val_117.JPEG,n03355925,38,0,46,63,101,1,data/tiny-imagenet-200/val/images/val_117.JPEG
118,val_118.JPEG,n02190166,0,2,54,63,37,1,data/tiny-imagenet-200/val/images/val_118.JPEG
119,val_119.JPEG,n03970156,32,28,47,35,131,1,data/tiny-imagenet-200/val/images/val_119.JPEG
120,val_120.JPEG,n03201208,5,36,57,63,98,1,data/tiny-imagenet-200/val/images/val_120.JPEG
121,val_121.JPEG,n02909870,0,0,63,63,80,1,data/tiny-imagenet-200/val/images/val_121.JPEG
122,val_122.JPEG,n03838899,11,0,25,63,125,1,data/tiny-imagenet-200/val/images/val_122.JPEG
123,val_123.JPEG,n02410509,0,1,56,63,50,1,data/tiny-imagenet-200/val/images/val_123.JPEG
124,val_124.JPEG,n02823428,13,0,53,63,73,1,data/tiny-imagenet-200/val/images/val_124.JPEG
125,val_125.JPEG,n04560804,9,6,56,59,172,1,data/tiny-imagenet-200/val/images/val_125.JPEG
126,val_126.JPEG,n09256479,0,0,63,63,196,1,data/tiny-imagenet-200/val/images/val_126.JPEG
127,val_127.JPEG,n04465501,0,5,63,56,164,1,data/tiny-imagenet-200/val/images/val_127.JPEG
128,val_128.JPEG,n04067472,17,34,20,38,139,1,data/tiny-imagenet-200/val/images/val_128.JPEG
129,val_129.JPEG,n02892201,48,4,63,15,78,1,data/tiny-imagenet-200/val/images/val_129.JPEG
130,val_130.JPEG,n01641577,5,11,63,55,2,1,data/tiny-imagenet-200/val/images/val_130.JPEG
131,val_131.JPEG,n07871810,0,0,63,59,190,1,data/tiny-imagenet-200/val/images/val_131.JPEG
132,val_132.JPEG,n03770439,23,27,41,43,120,1,data/tiny-imagenet-200/val/images/val_132.JPEG
133,val_133.JPEG,n04486054,0,0,61,55,165,1,data/tiny-imagenet-200/val/images/val_133.JPEG
134,val_134.JPEG,n07734744,1,5,63,56,185,1,data/tiny-imagenet-200/val/images/val_134.JPEG
135,val_135.JPEG,n04328186,9,7,38,38,155,1,data/tiny-imagenet-200/val/images/val_135.JPEG
136,val_136.JPEG,n04067472,7,27,12,31,139,1,data/tiny-imagenet-200/val/images/val_136.JPEG
137,val_137.JPEG,n03970156,7,35,18,58,131,1,data/tiny-imagenet-200/val/images/val_137.JPEG
138,val_138.JPEG,n02364673,22,18,63,49,47,1,data/tiny-imagenet-200/val/images/val_138.JPEG
139,val_139.JPEG,n01784675,0,26,61,59,10,1,data/tiny-imagenet-200/val/images/val_139.JPEG
140,val_140.JPEG,n04532670,2,10,61,43,170,1,data/tiny-imagenet-200/val/images/val_140.JPEG
141,val_141.JPEG,n01944390,4,11,63,42,15,1,data/tiny-imagenet-200/val/images/val_141.JPEG
142,val_142.JPEG,n02950826,0,20,63,63,84,1,data/tiny-imagenet-200/val/images/val_142.JPEG
143,val_143.JPEG,n04562935,1,0,60,63,173,1,data/tiny-imagenet-200/val/images/val_143.JPEG
144,val_144.JPEG,n02085620,0,1,61,61,24,1,data/tiny-imagenet-200/val/images/val_144.JPEG
145,val_145.JPEG,n04008634,25,5,50,62,137,1,data/tiny-imagenet-200/val/images/val_145.JPEG
146,val_146.JPEG,n07615774,43,8,48,11,180,1,data/tiny-imagenet-200/val/images/val_146.JPEG
147,val_147.JPEG,n03837869,5,0,33,63,124,1,data/tiny-imagenet-200/val/images/val_147.JPEG
148,val_148.JPEG,n04371430,19,22,40,35,158,1,data/tiny-imagenet-200/val/images/val_148.JPEG
149,val_149.JPEG,n02123045,0,7,63,63,30,1,data/tiny-imagenet-200/val/images/val_149.JPEG
150,val_150.JPEG,n03042490,0,14,63,58,91,1,data/tiny-imagenet-200/val/images/val_150.JPEG
151,val_151.JPEG,n07768694,15,27,45,59,189,1,data/tiny-imagenet-200/val/images/val_151.JPEG
152,val_152.JPEG,n02113799,19,35,35,63,29,1,data/tiny-imagenet-200/val/images/val_152.JPEG
153,val_153.JPEG,n03796401,0,7,47,53,121,1,data/tiny-imagenet-200/val/images/val_153.JPEG
154,val_154.JPEG,n02481823,2,12,52,63,55,1,data/tiny-imagenet-200/val/images/val_154.JPEG
155,val_155.JPEG,n03599486,0,11,63,63,111,1,data/tiny-imagenet-200/val/images/val_155.JPEG
156,val_156.JPEG,n02415577,8,10,50,54,51,1,data/tiny-imagenet-200/val/images/val_156.JPEG
157,val_157.JPEG,n04311004,1,1,63,63,154,0,data/tiny-imagenet-200/val/images/val_157.JPEG
158,val_158.JPEG,n03355925,0,0,31,63,101,1,data/tiny-imagenet-200/val/images/val_158.JPEG
159,val_159.JPEG,n02666196,0,0,63,63,59,1,data/tiny-imagenet-200/val/images/val_159.JPEG
160,val_160.JPEG,n02056570,34,32,54,63,21,1,data/tiny-imagenet-200/val/images/val_160.JPEG
161,val_161.JPEG,n07720875,21,8,63,44,184,1,data/tiny-imagenet-200/val/images/val_161.JPEG
162,val_162.JPEG,n01917289,0,1,63,63,14,1,data/tiny-imagenet-200/val/images/val_162.JPEG
163,val_163.JPEG,n02364673,12,27,40,42,47,1,data/tiny-imagenet-200/val/images/val_163.JPEG
164,val_164.JPEG,n04417672,0,9,63,63,162,1,data/tiny-imagenet-200/val/images/val_164.JPEG
165,val_165.JPEG,n02769748,12,2,54,60,63,1,data/tiny-imagenet-200/val/images/val_165.JPEG
166,val_166.JPEG,n07695742,0,1,63,63,181,1,data/tiny-imagenet-200/val/images/val_166.JPEG
167,val_167.JPEG,n02795169,17,2,52,51,67,1,data/tiny-imagenet-200/val/images/val_167.JPEG
168,val_168.JPEG,n02841315,0,2,63,42,75,1,data/tiny-imagenet-200/val/images/val_168.JPEG
169,val_169.JPEG,n03970156,36,26,44,38,131,1,data/tiny-imagenet-200/val/images/val_169.JPEG
170,val_170.JPEG,n03930313,0,15,63,46,129,1,data/tiny-imagenet-200/val/images/val_170.JPEG
171,val_171.JPEG,n07734744,17,0,54,63,185,1,data/tiny-imagenet-200/val/images/val_171.JPEG
172,val_172.JPEG,n04465501,0,6,63,60,164,1,data/tiny-imagenet-200/val/images/val_172.JPEG
173,val_173.JPEG,n04376876,0,25,63,37,159,1,data/tiny-imagenet-200/val/images/val_173.JPEG
174,val_174.JPEG,n03637318,13,28,26,47,113,1,data/tiny-imagenet-200/val/images/val_174.JPEG
175,val_175.JPEG,n03393912,5,0,63,62,103,1,data/tiny-imagenet-200/val/images/val_175.JPEG
176,val_176.JPEG,n02403003,13,10,63,63,49,1,data/tiny-imagenet-200/val/images/val_176.JPEG
177,val_177.JPEG,n03838899,23,36,33,63,125,1,data/tiny-imagenet-200/val/images/val_177.JPEG
178,val_178.JPEG,n04099969,2,0,63,63,142,1,data/tiny-imagenet-200/val/images/val_178.JPEG
179,val_179.JPEG,n02123045,27,0,58,53,30,1,data/tiny-imagenet-200/val/images/val_179.JPEG
180,val_180.JPEG,n02125311,1,8,63,63,33,1,data/tiny-imagenet-200/val/images/val_180.JPEG
181,val_181.JPEG,n03662601,18,27,53,53,115,1,data/tiny-imagenet-200/val/images/val_181.JPEG
182,val_182.JPEG,n02321529,1,18,59,43,46,1,data/tiny-imagenet-200/val/images/val_182.JPEG
183,val_183.JPEG,n04560804,11,27,40,63,172,1,data/tiny-imagenet-200/val/images/val_183.JPEG
184,val_184.JPEG,n04254777,0,0,36,63,149,1,data/tiny-imagenet-200/val/images/val_184.JPEG
185,val_185.JPEG,n03637318,13,13,55,63,113,1,data/tiny-imagenet-200/val/images/val_185.JPEG
186,val_186.JPEG,n03992509,15,63,63,63,136,1,data/tiny-imagenet-200/val/images/val_186.JPEG
187,val_187.JPEG,n02504458,3,28,52,57,57,1,data/tiny-imagenet-200/val/images/val_187.JPEG
188,val_188.JPEG,n02233338,0,13,53,52,41,1,data/tiny-imagenet-200/val/images/val_188.JPEG
189,val_189.JPEG,n01950731,21,13,40,56,17,1,data/tiny-imagenet-200/val/images/val_189.JPEG
190,val_190.JPEG,n03770439,33,38,50,58,120,1,data/tiny-imagenet-200/val/images/val_190.JPEG
191,val_191.JPEG,n01910747,6,6,63,45,13,1,data/tiny-imagenet-200/val/images/val_191.JPEG
192,val_192.JPEG,n01774384,4,16,53,43,8,1,data/tiny-imagenet-200/val/images/val_192.JPEG
193,val_193.JPEG,n04259630,0,0,51,47,150,1,data/tiny-imagenet-200/val/images/val_193.JPEG
194,val_194.JPEG,n02948072,7,12,42,57,83,1,data/tiny-imagenet-200/val/images/val_194.JPEG
195,val_195.JPEG,n03970156,32,21,63,42,131,1,data/tiny-imagenet-200/val/images/val_195.JPEG
196,val_196.JPEG,n02837789,7,14,17,36,74,1,data/tiny-imagenet-200/val/images/val_196.JPEG
197,val_197.JPEG,n01945685,0,7,63,54,16,0,data/tiny-imagenet-200/val/images/val_197.JPEG
198,val_198.JPEG,n02074367,0,0,40,51,23,1,data/tiny-imagenet-200/val/images/val_198.JPEG
199,val_199.JPEG,n02509815,13,23,63,43,58,1,data/tiny-imagenet-200/val/images/val_199.JPEG
200,val_200.JPEG,n02437312,26,22,44,56,53,1,data/tiny-imagenet-200/val/images/val_200.JPEG
201,val_201.JPEG,n03424325,11,29,28,47,106,1,data/tiny-imagenet-200/val/images/val_201.JPEG
202,val_202.JPEG,n06596364,0,0,63,63,176,1,data/tiny-imagenet-200/val/images/val_202.JPEG
203,val_203.JPEG,n07614500,16,5,45,32,179,1,data/tiny-imagenet-200/val/images/val_203.JPEG
204,val_204.JPEG,n02948072,11,3,63,60,83,1,data/tiny-imagenet-200/val/images/val_204.JPEG
205,val_205.JPEG,n01774750,12,1,57,63,9,1,data/tiny-imagenet-200/val/images/val_205.JPEG
206,val_206.JPEG,n02793495,23,13,53,30,66,1,data/tiny-imagenet-200/val/images/val_206.JPEG
207,val_207.JPEG,n03796401,0,19,63,61,121,1,data/tiny-imagenet-200/val/images/val_207.JPEG
208,val_208.JPEG,n01910747,0,19,15,36,13,1,data/tiny-imagenet-200/val/images/val_208.JPEG
209,val_209.JPEG,n03201208,5,34,47,63,98,1,data/tiny-imagenet-200/val/images/val_209.JPEG
210,val_210.JPEG,n02793495,35,4,63,59,66,1,data/tiny-imagenet-200/val/images/val_210.JPEG
211,val_211.JPEG,n01698640,9,38,44,50,4,1,data/tiny-imagenet-200/val/images/val_211.JPEG
212,val_212.JPEG,n04487081,20,7,42,47,166,1,data/tiny-imagenet-200/val/images/val_212.JPEG
213,val_213.JPEG,n02793495,1,0,56,44,66,1,data/tiny-imagenet-200/val/images/val_213.JPEG
214,val_214.JPEG,n02814860,15,0,55,63,71,1,data/tiny-imagenet-200/val/images/val_214.JPEG
215,val_215.JPEG,n04456115,3,28,13,55,163,1,data/tiny-imagenet-200/val/images/val_215.JPEG
216,val_216.JPEG,n04328186,11,3,54,62,155,1,data/tiny-imagenet-200/val/images/val_216.JPEG
217,val_217.JPEG,n06596364,0,0,63,63,176,1,data/tiny-imagenet-200/val/images/val_217.JPEG
218,val_218.JPEG,n02123045,2,10,31,26,30,1,data/tiny-imagenet-200/val/images/val_218.JPEG
219,val_219.JPEG,n07614500,31,0,63,47,179,1,data/tiny-imagenet-200/val/images/val_219.JPEG
220,val_220.JPEG,n03980874,0,0,63,63,134,1,data/tiny-imagenet-200/val/images/val_220.JPEG
221,val_221.JPEG,n03662601,0,21,60,47,115,1,data/tiny-imagenet-200/val/images/val_221.JPEG
222,val_222.JPEG,n07695742,20,42,42,63,181,1,data/tiny-imagenet-200/val/images/val_222.JPEG
223,val_223.JPEG,n02123394,11,13,40,63,31,1,data/tiny-imagenet-200/val/images/val_223.JPEG
224,val_224.JPEG,n01917289,0,3,63,60,14,1,data/tiny-imagenet-200/val/images/val_224.JPEG
225,val_225.JPEG,n07711569,19,5,51,23,182,1,data/tiny-imagenet-200/val/images/val_225.JPEG
226,val_226.JPEG,n07579787,0,9,63,63,177,1,data/tiny-imagenet-200/val/images/val_226.JPEG
227,val_227.JPEG,n02837789,13,13,52,63,74,0,data/tiny-imagenet-200/val/images/val_227.JPEG
228,val_228.JPEG,n04328186,40,1,63,34,155,1,data/tiny-imagenet-200/val/images/val_228.JPEG
229,val_229.JPEG,n04285008,0,26,63,49,153,1,data/tiny-imagenet-200/val/images/val_229.JPEG
230,val_230.JPEG,n02841315,26,62,48,63,75,1,data/tiny-imagenet-200/val/images/val_230.JPEG
231,val_231.JPEG,n03662601,0,14,61,52,115,1,data/tiny-imagenet-200/val/images/val_231.JPEG
232,val_232.JPEG,n04560804,8,21,38,63,172,1,data/tiny-imagenet-200/val/images/val_232.JPEG
233,val_233.JPEG,n03930313,0,44,55,58,129,1,data/tiny-imagenet-200/val/images/val_233.JPEG
234,val_234.JPEG,n02927161,0,0,63,63,82,1,data/tiny-imagenet-200/val/images/val_234.JPEG
235,val_235.JPEG,n06596364,0,0,63,63,176,1,data/tiny-imagenet-200/val/images/val_235.JPEG
236,val_236.JPEG,n02769748,16,16,40,36,63,1,data/tiny-imagenet-200/val/images/val_236.JPEG
237,val_237.JPEG,n03854065,0,17,63,61,126,1,data/tiny-imagenet-200/val/images/val_237.JPEG
238,val_238.JPEG,n04254777,0,6,40,63,149,1,data/tiny-imagenet-200/val/images/val_238.JPEG
239,val_239.JPEG,n07614500,0,22,40,56,179,1,data/tiny-imagenet-200/val/images/val_239.JPEG
240,val_240.JPEG,n02883205,20,26,30,32,77,1,data/tiny-imagenet-200/val/images/val_240.JPEG
241,val_241.JPEG,n02113799,13,40,33,53,29,1,data/tiny-imagenet-200/val/images/val_241.JPEG
242,val_242.JPEG,n02099601,2,0,60,63,26,1,data/tiny-imagenet-200/val/images/val_242.JPEG
243,val_243.JPEG,n02056570,63,48,63,54,21,1,data/tiny-imagenet-200/val/images/val_243.JPEG
244,val_244.JPEG,n09428293,0,32,63,63,198,1,data/tiny-imagenet-200/val/images/val_244.JPEG
245,val_245.JPEG,n01910747,6,0,58,63,13,1,data/tiny-imagenet-200/val/images/val_245.JPEG
246,val_246.JPEG,n02669723,35,16,52,46,60,0,data/tiny-imagenet-200/val/images/val_246.JPEG
247,val_247.JPEG,n02906734,18,0,48,63,79,1,data/tiny-imagenet-200/val/images/val_247.JPEG
248,val_248.JPEG,n02233338,11,1,62,60,41,1,data/tiny-imagenet-200/val/images/val_248.JPEG
249,val_249.JPEG,n01742172,6,4,47,63,5,1,data/tiny-imagenet-200/val/images/val_249.JPEG
250,val_250.JPEG,n04465501,0,0,63,63,164,1,data/tiny-imagenet-200/val/images/val_250.JPEG
251,val_251.JPEG,n04067472,10,2,58,63,139,1,data/tiny-imagenet-200/val/images/val_251.JPEG
252,val_252.JPEG,n02699494,0,55,50,63,61,1,data/tiny-imagenet-200/val/images/val_252.JPEG
253,val_253.JPEG,n02231487,24,38,39,51,40,1,data/tiny-imagenet-200/val/images/val_253.JPEG
254,val_254.JPEG,n04008634,0,9,63,58,137,1,data/tiny-imagenet-200/val/images/val_254.JPEG
255,val_255.JPEG,n03854065,0,0,54,63,126,1,data/tiny-imagenet-200/val/images/val_255.JPEG
256,val_256.JPEG,n02814533,3,27,63,59,70,1,data/tiny-imagenet-200/val/images/val_256.JPEG
257,val_257.JPEG,n02129165,10,15,62,62,34,1,data/tiny-imagenet-200/val/images/val_257.JPEG
